Symbol,Strategy,FinalEquity,AnnRet,AnnVol,Sharpe,MaxDD,Calmar,param_mr_window,param_vol_q,param_fee_bps
2330.TW,Mean Reversion,6.880595219644711,0.14523754887151163,0.17050253488488562,0.880699082178001,-4.054335878335386,0.03582277177566816,20,0.1,1.0
2330.TW,Mean Reversion with Regime,2.0623834934923972,0.05221405868923079,0.0506384993339944,1.0302328222966968,-1.1066705872380278,0.04718121118547479,20,0.1,1.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,20,0.1,2.0
SPY,Momentum,0.7771461679923278,-0.01696618423946017,0.09001846744107835,-0.14446144745355044,-1.5390435417769819,-0.011023849409660618,20,0.1,2.0
SPY,Mean Reversion,2.5084228220865628,0.0644056901097041,0.1369757103542095,0.524500437224074,-1.7675692148020814,0.03643743598290477,20,0.1,2.0
SPY,Mean Reversion with Regime,1.127931737848985,0.008204000462537442,0.039156070709754826,0.22820826567833882,-1.1164621382319126,0.0073482119828351036,20,0.1,2.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,20,0.1,2.0
2330.TW,Momentum,1.5322455065355438,0.030459435041078287,0.133133243266696,0.2917626365296316,-1.3450111173933508,0.022646232917471396,20,0.1,2.0
2330.TW,Mean Reversion,6.571260104055972,0.14153944095522508,0.17051163441870373,0.8616834357551891,-3.9401155000457466,0.03592266291523224,20,0.1,2.0
2330.TW,Mean Reversion with Regime,2.038233062400737,0.05134295961675539,0.05061118503656545,1.0143954651257154,-1.1059673829594048,0.046423574879187884,20,0.1,2.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,20,0.7,0.5
SPY,Momentum,0.9517581916574899,-0.0033501413342850173,0.09000798468362174,0.008327993351932983,-1.5111984469617847,-0.0022168771685944803,20,0.7,0.5
SPY,Mean Reversion,2.668705014465579,0.06888964397607045,0.1369739565149217,0.555202949144001,-1.792835114253318,0.03842497473882961,20,0.7,0.5
SPY,Mean Reversion with Regime,2.2345299678080712,0.056085653810791225,0.07588955545989061,0.7570678517559317,-1.1732409898422775,0.047804035399693114,20,0.7,0.5
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,20,0.7,0.5
2330.TW,Momentum,1.8810812504681318,0.04542836934526262,0.13317431461065452,0.40001280442835524,-1.3413082859008605,0.03386870104567471,20,0.7,0.5
2330.TW,Mean Reversion,7.0406691377018795,0.14709095389348592,0.17049860501143246,0.8902044299539233,-4.113088816015447,0.03576167704445056,20,0.7,0.5
2330.TW,Mean Reversion with Regime,2.6104671516439164,0.06979484475390185,0.11822323433373597,0.6297865312891034,-1.9426795585611383,0.03592710102205223,20,0.7,0.5
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,20,0.7,1.0
SPY,Momentum,0.8895836377995284,-0.00790942198732203,0.09000985900875413,-0.04260654123395286,-1.521339461989862,-0.005198985620853328,20,0.7,1.0
