Symbol,Strategy,FinalEquity,AnnRet,AnnVol,Sharpe,MaxDD,Calmar
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.8334289028484684,-0.3371724126866102,0.4042748876634933
SPY,MOM_longonly,0.8895836377995284,-0.00790942198732203,0.09000985900875413,-0.04260080336560364,-0.4135923792552784,-0.019123713066386452
SPY,MR_longonly,2.6141735158889086,0.06739297257498045,0.1369740864404015,0.544897108417867,-0.3291989631319075,0.2047180584465468
SPY,MR_lowvol_filter,2.1979825719083204,0.05490430534725288,0.07588421107558695,0.7422638547229999,-0.11241982724461842,0.48838631665733295
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0498366250251976,-0.447990053355547,0.5863898340455959
2330.TW,MOM_longonly,1.7567743132713727,0.04041496862181093,0.1331595089990732,0.3638891061424926,-0.29656289260602375,0.13627790134722345
2330.TW,MR_longonly,6.880595219644711,0.14523754887151163,0.17050253488488562,0.8805762082210474,-0.4041219796743745,0.3593903726506989
2330.TW,MR_lowvol_filter,2.561850586067854,0.0683816959123027,0.11822492922182391,0.6185101793550211,-0.3354490154871197,0.20385123448045525
